Date,UserName,Comment,Like
2025-10-16T04:01:40Z,@TikiTvPedia,ferry irwandi quot jelas filosofi teory justin quot jelas realitas objektifitas cultur,1
2025-10-16T04:00:13Z,@hendyachmad7324,ikut cara azrul ananda bikin dbl basket awal mula maen kota mulai lgsg tingkat sma utk tarik minat anak2 sd smp utk main basket shg dbl jadi puncak mungkin coba,0
2025-10-16T03:59:19Z,@redbama30,inti milh latih bedasarkan cv gak hubung sama culture,0
2025-10-16T03:58:45Z,@rhs_1M,pk pecat pak et tanggung jawab perlu pecat ganti dg latih baru yg mampu tancap dasar2 spkbola krna yg spkbola indonesia butuh target lolos piala asia piala dunia,0
2025-10-16T03:57:02Z,@yeyen5014,si anjing bilang lawan taipei sama lebanon eksperimen janji sekarang beda asu bilang ga jelas patternya,0
2025-10-16T03:59:08Z,@muhammadilhamdarmawan484,janji lawan semua parkir bus alhasil indo liat bagus bgt emg lawan round parkir bus enggak kan kochi sayang uji coba kok parkir bus,0
2025-10-16T03:56:04Z,@Andrian-r6p,lu tau urus sama belanda satu kyk gin aja kolot minta ampun lu urus sama sebongkok belanda,0
2025-10-16T03:55:41Z,@mr.r6708,ferryirwandi lo blg bahkan mimpi aja salah tp lo sendiri yg pernah blg arab lolos notabene arab grup sm indo jatuh malah org baru mau mulai mimpi indo lolos lo sendiri yg langsung patahin,0
2025-10-16T03:55:40Z,@1timelazy,ayoooooooo coach jadi ketua pssi,0
2025-10-16T03:55:36Z,@timur8842,liga santri lebih bagus liga kampus indonesia liga santri dulu skrng hilang,0
2025-10-16T03:55:21Z,@ahmadraihanprimadelwa2687,mana latih inggris orang inggris tuchel org inggris gitu,0
2025-10-16T04:01:31Z,@muhammadilhamdarmawan484,kan si southgate medioker latih inggris mahh,0
2025-10-16T04:06:04Z,@ahmadraihanprimadelwa2687,muhammadilhamdarmawan484di nyata awal kan ngomong sekarang,0
2025-10-16T03:54:28Z,@HizzaAgusMahendra,koci baik kayak gin kok bilang cuci tangan makan uang pssi jahat banget mulut nuduh orang gak jelas,1
2025-10-16T04:02:46Z,@muhammadilhamdarmawan484,orang kalo dah benci emg susah nyadarinnya,0
2025-10-16T03:52:47Z,@asharshidiq1745,inggris tuchel bukan e jerman,0
2025-10-16T03:51:57Z,@lutheryulianto992,soft bener kalo komen soal latih belanda lu bilang kaya sty lah katrok latih kardus emang ah elah bener2 dah,0
2025-10-16T03:51:36Z,@arisfir,ten hag,0
2025-10-16T03:50:11Z,@moel27,org asik seru pikir nya sdm indo kolom komen yg tolol idiot gak tau akar masalah soal sepak bola indo tau nya cuma pecat pecat sty lah sampah,1
2025-10-16T04:03:56Z,@muhammadilhamdarmawan484,asliii banyak nge highlight statement masalah pecat2an pdhl menit atas bahas daging semuaa,0
2025-10-16T03:49:12Z,@tjetjepsetiawan2247,ga alas bung walaupun sty pecat tetap latih baik justru yg janggal sty kembang malah pecat pak haji latih jepang sayang atas pecat sty padahal turut sdh cocok sekali latih timnas indonesia jadi jangan tahan argumentasi yg latih kurang care minim taktik minim strategi masa iya orang ole romeni pasang sbg cadang padahal tanding yg sangat krusial saudi jadi pk anggap tanding uji coba aeeeeh kan,0
2025-10-16T03:48:43Z,@galangwahyu4795,kalo omongin dasar dasar sty bagus tim tahan,0
2025-10-16T03:48:17Z,@BariahLimbong,justin aja yg ngelatih jangan bayak bacot aja,0
2025-10-16T03:48:09Z,@KomputerLucas,saran kalau exoco datang kesini harap buat kan kompetisi upa liga suruh asprov askot askab daerah bentuk liga u u tingkat ssb buat kota kabupaten tingkat akademi bawah naung klub pro contoh akademi arema baya bentuk tim u13 u15 u17 u20 u liga buat per provinsi tingkat ssb anak tk kelas sd tanding vs kelas sd vs kelas sd vs kelas sd vs tingkat buat fun aja kompetisi tetap gk bahas taktik penting fun masuk tingkat smp sma baru vs ajar pasing control visi main kenal taktikal ajar heading bola benar tingkat akademi ambil main kompetisi ssb u18 u23 gabung kampus tiap provinsi misal akademi baya u20 ketemu tim kampus universitas airlangga tanding tiap minggu sekali dr bulan agustus mei buat tim tanding adakan kompetisi dulu kurang baik pelan pelan,0
2025-10-16T03:50:37Z,@KomputerLucas,akademi bawah naung klub pro isi mayoritas anak sd ikut kompetisi tingkat ssb daerah kota kabupaten cukup turut,0
2025-10-16T03:47:50Z,@RajaThingz,latih inggris orang jerman btw t tuchel win with out goal conceded,0
2025-10-16T03:47:14Z,@YayanBrebes88,betul kata ferry beda sama si botak,0
2025-10-16T03:45:53Z,@millennialdesa,keras ban koci cepat bubar channel siap2 koci baper resign dr trifelas hahaha,0
2025-10-16T03:45:50Z,@natsirdammare2315,singkir kloter belanda sty lebih cocok keras pisik kuat belanda letoi,0
2025-10-16T03:45:43Z,@txtuanmuda,yg salah parkir bus apa sih smpe kek alergi banget sm tim main kek gitu lu milih main cantik ball posession menang main ga ngebosenin tp cara skor kalah banding defense kalah ball posession kek gitu2 aja menang lu kalah main kek gitu bagus jg gabakal dianggep menang yg menang tetep yg menang cara score bukan stats gaada sejarah tim menang cara stats dpt wildcard poin tambah gara2 main bagus statsnya menang walopun skor kalah sih se gamau cape gw sm apa yg katain cuma bikin geleng2 kepala tp gabisa ngebantah senior,0
2025-10-16T04:07:17Z,@muhammadilhamdarmawan484,main tahan parkir bus tinggal nunggu waktu buat bobol satu tanding okelahh kalo misal selamat lama2 bakal tembus bro,0
2025-10-16T03:45:01Z,@YayanBrebes88,tim latih yg lu bangga bangga kan mentang quot holland wkwkwkwkwkwkwk,0
2025-10-16T03:44:54Z,@cahgamon-d4i,coach justin nonton liga satu biar tau kira2 apa yg cocok timnas biar doi tau kok total futball yg bayangin kira2 mungkin hasil brp persen sekarang diaspora yg topang timnas lah kan waktu diaspora habis mungkin presentasi ga banyak,0
2025-10-16T03:43:59Z,@MrWazeeng,cocok kanan kiri jadi latih timnas macam betul arab saudi rangking irak rangking fifa trus indonesia orah raga tdk instant,0
2025-10-16T03:43:57Z,@AgoengsapoetroHSP,erik tohir banyak janji manis,0
2025-10-16T03:43:36Z,@panjihidayatullah5384,baru kali gw liat bang feri naif,0
2025-10-16T03:43:29Z,@jalanceritakuindonesia7371,gue sama kochi dasar tahan pk pak erick tetap stay minimal piala asia,0
2025-10-16T03:43:14Z,@rizkyfirmansyah283,salah sendiri mimpi masuk piala dunia gitu kata et,0
2025-10-16T03:42:09Z,@RajaThingz,gw lebih milih latih jerman italy sih udah jamin oke belanda bertahun2 cuma tropi euro doank final wc yg 3x kata prestasi baik latih timnas belanda beda pelatih2 itali jerman,0
2025-10-16T03:41:51Z,@mrancako,justru coach saran ngasih saran buat ambil latih belanda waktu sty on the track jadi masyarakat jadi berfikiran berpower sampe tiba tiba sty ganti tangkep ingat beberapa waktu lalu pernah bilang soal sty ganti kalau timnas mau lang lebih jauh,0
2025-10-16T03:43:09Z,@mrancako,and yup sekarang timnas lang lebih jauh sampe bener bener jauh mundur sih nama main aja ga enak lihat,0
2025-10-16T03:41:09Z,@handiputraa,sulit lawan orang penyepong federasi lama duit oke salah bener seponk,0
2025-10-16T03:41:05Z,@yokoh8526,mojokin kociii terusss kan koci nggk dukung pk ferry cuma ngeyel,0
2025-10-16T03:40:53Z,@Inisialsh,emang paling enak cuci tangan gak rasa tanggung jawab atas ganti latih tengah kompetisi enak dulu saran latih belanda sekarang kabur olah olah gak sangkut paut sama diri mu,1
2025-10-16T03:40:45Z,@neew33,siapa mau sepakbola indonesia maju pilih,0
2025-10-16T03:39:35Z,@elanrandiansyah3201,gass aja lahh bang ferry nggk usah kagok2,0
2025-10-16T03:39:26Z,@muhammadriduan2279,kiblat indonesia italy,0
2025-10-16T03:38:37Z,@indramardiansyah5287,s,0
2025-10-16T03:38:29Z,@BioInsuleaf-o2b,justin henti cuci tangan bilang lo cuma rakyat jelata cuma netizen biasa kayak no you re not coach lo tahu lo bukan netizen biasa lo salah satu pundit paling pengaruh negeri lo punya posisi pengaruh power bentuk bahkan belok arah narasi publik lo bukan netizen biasa kali kali lo claim lo orang didengerin opini lo jadi bahan diskusi nasional lo punya akses lingkar federasi lo sendiri bahkan pernah bilang pak erick sempat diskusi sama lo soal rencana ganti shin tae yong latih asal belanda lo sendiri ngomong salah satu podcast jadi gue tanya rakyat jelata quot netizen biasa quot macam apa minta langsung jabat tinggi federasi sepak bola come on coach atas dengerin lo minimal pertimbangin apa lo ucapin makanya lucu sekarang lo dadak main aman ngaku cuma netizen biasa situasi mulai gak pihak lo argumen lo mulai mentah lapang lo mundur olah lepas tanggung jawab padahal awal lo ikut nyalain sumbu opini publik cara sadar gak sadar lo bantu bentuk persepsi lo tahu efek domino nya jadi jangan pura pura netral sekarang jangan pura pura gak tahu apa apa fakta lo punya andil semua kacau justin,0
2025-10-16T03:37:31Z,@refdyferdiansyah343,budaya budaya opo tin tin nama pesepakbola profesional mah siap latih siapa,0
2025-10-16T03:37:16Z,@yokoh8526,obrol baguss tp kasi kociii jadi jubir pssi wkwk,0
2025-10-16T03:37:04Z,@ichsantaka422,timnas uda beberapa masuk bagai main kelas dunia jd latih latih kelas dunia dong yg trade recordnya bagus kalau perlu pakai jose mourinho jgn lupa sty latih kelas dunia,0
2025-10-16T03:36:52Z,@MacanAlas-t3q,agumennya bukan cari solusi cuman buat nutupin argumen yg salah pernah mau ngaku salah,0
2025-10-16T03:36:06Z,@Ariabecks,suruh diskus tau taktik baik total football sampe kapan lo kasih saran taktik kritik percuma otak udah mentok total football,0
2025-10-16T03:35:25Z,@JoungTa,latih kasih waktu sedikit latih sty kasih waktu lama aff aja kagak juara latih lokal prestasi kaga kasih sempat gimana indonesia maju,0
2025-10-16T03:34:46Z,@natsirdammare2315,pelaty belanda bsh percaya bodoh kalau sabar sty jangan pecat lawan australia menang garuda tinggal lawan bahrain cina kandang menang lolos,0
2025-10-16T03:34:25Z,@tjetjepsetiawan2247,tahu waktu indonesia lawan curacau yg pimpin kluifert jebol sama indinesia alias tdk menang eeeh malah pk pilih federasi pssi sty pecat sini aja sdh kontoversial ambil latih i yg kurang baik tdk potensial naah sekarang bukti sty latih timnas rangking akhir lk rangking coba naik rangking beraa tingkat hampir tingkat pegang sty sekarang banding pk naik berapa peringkat hasil rangking stagnan makanya ganti pk timnas kalah langsung pulang belanda ga sama sekali etika nya basa basi nya hadap federasi tinggal lihat syarat atur sistim kontrak jangan terlalu banyak bacot pecat pecat pecat lebih baik rugi dikit pelihara orang yg program ga jelas,0
2025-10-16T03:34:12Z,@lightningsage2553,pantesan futsal oke liga kelas sma smk aja udah hampir tiap kota,0
2025-10-16T03:34:08Z,@ericonovriantha3444,diaspora indonesia arti orang yg milik darah indonesia yg sedang lama tinggal kerja sekolah luar indonesia jadi sedang tinggal cukup lama luar negeri diaspora,0
2025-10-16T03:33:35Z,@bonerohmy,bukan dikit2 pecat bukti yg pecat sty pssi nitisen banyak yg kaget bahkan nitisen minta sty,0
2025-10-16T03:33:17Z,@jessicachristina8320,nih bukti kalau junjung lu semua si botak bener botak plin plan lahhhhhh sty kan baru kalah dikit itungannya malih lawan china lalu pas lawan arab menang kok lu minta pecat baru satu buaaaaaanyaaaaakkkkk opini plin plan junjung lo gw ga pro sty panggil skrg kondisi beda kalo soal si kupret pecat jelas gw cuman mau kasih bukti si botak plin plan,0
2025-10-16T03:33:11Z,@Kass-hm1gc,erik tohir pnya koneksi yg luar biasa d eropa masa iya sih gak datangin latih kelas dunia yg bnyk prestasi trs brantass mafia yg kubu pssi jg pnting yakin bkn hnya masuk piala dunia tpi bicara d piala dunia,0
2025-10-16T03:32:25Z,@rizmeg3190,et emang fokus timnas orang jelas bilang quot pssi ngga ngurusin liga fokus timnas quot coach justin emang sama sekak ga ngikutin berita gimana si allah,0
2025-10-16T03:32:24Z,@iqbaloctavian2717,pssi minta bocum cari orang ano mal kelas ngolo kante,0
2025-10-16T03:31:55Z,@danywidyaputra,telat bos kalo bicara buat nyari epa mental udah bentuk standart paling realistis kalo mau nyari bibit dr domestik catat bina sesuai standart yg bener,1
2025-10-16T03:31:54Z,@nuricksanandyansyah7521,semua yg bicara benar biar cuma gak jadi omong kosong lebih baik undang exco podcast biar semua tau respon apa rasa exco open minded hadap saran2 cinta sepakbola tanah air saran bang fery bang arie kochi,0
2025-10-16T03:31:07Z,@faqihallif4838,wkwkw kochii2,0
2025-10-16T03:30:13Z,@MuhammadFajarSuryaNugraha,kalcer kalcer koci asa sastra,0
2025-10-16T03:29:03Z,@asryantinawirponre4366,benar filosofi yg cocok indonesia counter attack sejarah bangsa pernah jajah juang merdeka bawah mau mau dna tahan serang jajah kemudian laku serang sempat serang balik anak diaspora tinggal belanda nenek moyang jajah dnanya sama dna juang wkkww,0
2025-10-16T03:28:05Z,@AQRisME,mungkin banyak lupa kalau real madrid barcelona milik jasa selamat spanyol pas masa krisis hutang eropa jadi kalau enggak klub mungkin tumbuh ekonomi spanyol masa jeblok masuk jurang mungkin pikir bentuk multi sport clubs rm fcb alih alih cuma fokus satu olahraga klub bukan cuma urus olahraga gera ekonomi budaya,0
2025-10-16T03:27:04Z,@muselimin5389,kalo patrick kluivert out tuju tpi kalo erik tohir out jgn dulu siapa yg gantiin erik tohir gak yg punya link alam internasional yg jadi mahnet pemain2 diaspora top gabung timnas yg kaya gak cari duit pssi negara tetangga aja iri erik tohir jadi tum pssi lepas salah nya,0
2025-10-16T03:26:44Z,@juliettst5203,g tuju sm kochi gak going anywhere,0
2025-10-16T03:25:56Z,@putraleon1038,simple mind set baik liga tanggung jawab federasi its dosnt that easy lihat liga jepang berapa tahun butuh ubah klo mau cepat cari investor arab tanam modal kek liga arab liga inggris btw mau banyak liga tarkam kira2 bakal efek besar gak sih ato beri efek riak doank masalah sepak bola pssi is under mafia and they mindset is making money,0
2025-10-16T03:25:52Z,@Ronikurniam,gua suka banget acara rupa salah satu podcast bola gua tonton kali kali,0
2025-10-16T03:25:13Z,@AgusSalim-xn1ul,bung ferry habis si to well,0
2025-10-16T03:24:45Z,@aleggggg,inti inti si botak lu belanda lu gw bela lu korea lu gak gw bela,0
2025-10-16T03:24:43Z,@dickyriskijulianto_ndok,cari latih yg tau bola asia minimal lawan tuju piala dunia negara asia kalau lolos piala dunia berapa kali baru pakai latih yg punya alam dunia,0
2025-10-16T03:23:59Z,@MisterJack-e3x,omongin sistem fondasi turut gw tu bina masa kecil penting tuh makan krn bentuk fisik n otak jadi lebi cerdas dlu bina,0
2025-10-16T03:23:39Z,@sirubent,kochi realis vs ferry idealis,0
2025-10-16T03:22:17Z,@n-kun,lebih diskusi rangka buat video cari solusi buat maju sepakbola indonesia,0
2025-10-16T03:22:07Z,@fajarsipahutar1756,nara sumber jgn rokok,0
2025-10-16T03:21:51Z,@muhammadmuizzuddin5438,total football gak pernah juara piala dunia yg juara piala dunia catenacio tango jogo bonito grendel,0
2025-10-16T03:20:02Z,@Musaa-f7e,timnas u main senior sekarang,0
2025-10-16T03:20:01Z,@irvanhermawan9362,coach justin supporter indo kalah dikit pecat kalah dikit pecat lah sty kalah dr china minta pecat,0
2025-10-16T03:21:13Z,@sirubent,gak kochi minta sty pecat cek video2,0
2025-10-16T03:30:02Z,@MarioTjokrosetio,sirubentlebih minta ganti sih video,0
2025-10-16T03:19:20Z,@lightningsage2553,bang feri hantam tompel sih koci aja gabisa lawan si tompel,0
2025-10-16T03:18:35Z,@azisbustomi1458,kalah g pecat latih menang aja lu dorong buat pecat kok 2x kalah kemaren bukan dikit kalah besar menir mencla mencle pinter ngeles lu menir,0
2025-10-16T03:18:19Z,@Rafi-w5y,liga sma lpi,0
2025-10-16T03:18:03Z,@BigguDikku-e2u,jangan lupa justin botak salah jadi buzzer et pk giring opini tuju gagal timnas,0
2025-10-16T03:17:39Z,@rakap6084,video kali bagus banget,0
2025-10-16T03:17:29Z,@adisulistyo9590,patrict out pssi hilang uang bayar kompensasi patrict stay pssi hilang animo supporter mana tiket tanding jual merchandise timnas animo tonton tv nasional hak siar sponsor nilai jual timnas turun silah hitung pssi segala risiko,0
2025-10-16T03:17:13Z,@The78-s,sistem bina backgroundnya didik bro nah didik aja ampun tetangga nih anak cowok hobi banget main bola ikut ssb you know what kakak smp ancam ga naik kelas adik kelas sd prestasi sekolah ampun so,0
2025-10-16T03:16:40Z,@sigitprianto8938,filosofi gotong royong,0
2025-10-16T03:16:11Z,@bahtiarvikri6297,hitungin koci jawab quot betul quot,0
2025-10-16T03:16:07Z,@BangFajeri,gak usah malu2 clbk aja dah,0
2025-10-16T03:14:05Z,@badminton_vid,benar petinggi pssi benar mau jadi sepakbola bagai alat naik elektabilitas terlalu jadi masalah catat benar benar putus bijak program pssi bagus orientasi hasil gak masalah goalnya jauh depan sabar mau kek kapan program penting sepakbola indonesia hasil mau nyalon jadi presiden presiden rakyat milih kok minta percayalahhh,1
2025-10-16T03:12:49Z,@khoirullatif7880,yg tanggung jawab bisik et exco et yg sbg ambil putus kena pk nda perlu evaluasi tp pangsung pecat gitu kok repot,0
2025-10-16T03:12:19Z,@oktaviadwi3077,makan jangan lupa cuci tangan,0
2025-10-16T03:10:31Z,@ikaratnasari8847,ferry mah gak ngerti bola ngertinya politik doang,0
2025-10-16T03:10:03Z,@curseXdreamy,inggris kan tuchel,0
2025-10-16T03:09:20Z,@mprimateguhaliffrianto7968,jujur aku kurang yakin latih belanda susah megang ruang ganti arne slot koeman terlalu main zona nyaman enak sendiri milih line up tahu apa taktik total football biar konsep main ngawur saran latih jerman italia spanyol perancis tahu budaya asia mungkin jepang,0
2025-10-16T03:09:17Z,@Akun_ketigaaaa,filosofi dr bottom up kkn,0
2025-10-16T03:08:41Z,@yudhadwihadisaputra5810,lifuma ga coach,0
2025-10-16T03:08:15Z,@ZedenNi,h,0
2025-10-16T03:08:07Z,@aldihekate4335,total football mulu nih botak liat kualitas main jg dunk anjing cape bgt sama aki2,0
2025-10-16T03:04:34Z,@yandeergha8518,ooh nyata salah satu orang yg stuju sty pecat,0
2025-10-16T03:03:34Z,@aufaalwan,thanks buat trifellas engga ngebahas drama konflik2 doang ngasih insight yg fokus sma ide gagas sepak bola indonesia depan,0
2025-10-16T03:08:22Z,@Thundernight3569,si gendut aneh bahas mending koci sama ferry,0
2025-10-16T03:03:15Z,@thoriqalidrus116,pk kalo bukan orang belanda udah maki sama pak tua bahkan bain bukti bilang ga lolos piala dunia bukan buah gagal lah tuju ganti latih kan biar jalan buat lolos makin mudah,0
2025-10-16T03:02:57Z,@unohanaaa-w4q,orang yg minta sty pecat gua minta latih belanda2 quot brarti lu yg minta sty ganti jangan cuci tangan lah,0
2025-10-16T03:02:39Z,@donisidauruk4648,si botak cuci tangan,0
2025-10-16T03:01:57Z,@risyadmahdavitanthowi7986,tiru konsep dbl aja bang lomba basket tingkat sma se indonesia hampiir semua provinsi udah,0
2025-10-16T03:01:52Z,@aleggggg,uzbek u23 mainin khusanov kok bilang gak serius kocak si botak,0
2025-10-16T03:01:39Z,@rizkybastian8523,kok sih orang keras kepala bnget sama belanda wong belanda aja sampe detik gk prestasi,0
2025-10-16T03:01:07Z,@AngkihSk,bukti kluivert orang belanda meching gak main belanda sibotak analisis dungu,0
2025-10-16T03:00:45Z,@aleggggg,lu korea lu cari salah lu belanda lu aman laku sampe sekarang,0
2025-10-16T03:00:38Z,@defitpiyu7091,ferry yg jadi ketua pssi exco kalau semua jalan yakin tahun saing top asia naturalisasi,0
2025-10-16T03:00:03Z,@AgusSalim-xn1ul,lha jawab jujur coach justin lama arti jujur ikut main stream fix,0
2025-10-16T02:59:22Z,@rizmeg3190,latih timnas unik negara asia lawa mayoritas asia ngerti kultur asia satu latih ga setir integritas tinggi m otoriter sekali gapapa soal federasi suka aneh aneh kompetisi kasih ijin buat podcast butuh pelqtih beranintegas federasi,0
2025-10-16T02:58:01Z,@laanu4118,undang ratu tisha,0
2025-10-16T02:57:20Z,@aufaalwan,sty tanam filosofi timnas potong generasi build satu generasi baru langkah awal yg laku krna projek jangka panjang sty sering sesuai strategi main kapasitas main kuat lawan ang thats happened walaupun bbrp kali blunder but thats the process,0
2025-10-16T02:57:18Z,@khang_chuan,justin bacod,0
2025-10-16T02:57:15Z,@yhudiprasetio8184,mantap liga mahasiswa jadi second cange ssb banyak main orng yg benar bakat yg punya duit akhir singkir jadi liga mahasiswa utk beri peluang tinggal kuliah,0
2025-10-16T02:56:48Z,@zakymalik25,kluivert muhasabah diri,1
2025-10-16T02:56:45Z,@DimazRamanda,woi sty nge la tih minus butuh waktu lama sampe akhir sty muncul afc tp pecat begoo begooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,0
2025-10-16T02:56:44Z,@Sutriyono-rc3hy,track record jeblok kok pilih alhasil ea zonk yg sblmnya udah tanam filosofi yg pas mlh ganti sama aja bunuh diri,0
2025-10-16T02:56:42Z,@YRNurazis,inggris sekarang latih tuchel brazil latih ancelotti latih latih negara nya sama bukan arti bikin padu,0
2025-10-16T02:55:43Z,@mauridrizki7162,nih botak ga sih dengerin orang ngomong sampe selesai dulu potong mulu,0
2025-10-16T02:53:45Z,@nartogondang1751,salah erik tohir sll pengaruh kata kata manis justin toel arya jadi resiko erik mundur bangkit pssi,0
2025-10-16T02:53:24Z,@syamchannel1036,awal udah ragu pk tp tetep aja yg bela,0
2025-10-16T02:52:52Z,@xtimenews,inggris bukan latih sama thomas tuchel tuchel inggris,0
2025-10-16T02:52:40Z,@jaystergram_,pikir si justin turut gua udah sesat netizen bener kalo lu belanda lu aman justin aja rekomendasi latih borneo yg orang belanda padahal aja gatau siapa karna belanda disaranin justin ganti sty terus bilang kalo budaya netizen indo pecat latih kalo kalah hapus padahal kemarin memang netizen mana yg minta sty out gaada malah kaget tiba tiba sty pecat,1
2025-10-16T02:52:34Z,@naufalrawless8337,dengernya emosi tp ttp gw habisin,0
2025-10-16T02:52:31Z,@PetrikkPetrikk-c9j,cerdas bg fery hahaha,0
2025-10-16T02:52:10Z,@yajidstw8461,judi jadiin latih ditawarin uang arab apa gg giur,0
2025-10-16T02:51:59Z,@alfanmahdi4525,liga sd bang perlu perhati banget,0
2025-10-16T02:51:53Z,@catur_bima_soeleman4211,jaman aku liga sma nama lpi liga ajar indonesia entah skrg,0
2025-10-16T02:51:40Z,@mamaydoang8338,gagal timnas lolos pildun nya erik tohir sengaja pecat sty ganti orang yng doyan judi padahal rekam jejak nya buruk kk arena fatrik orng nya nurut tida sty mau sogok,0
2025-10-16T02:51:39Z,@zurdonawukagani9534,si koci badung banget kasih tau ferry wwkwkwkw,0
2025-10-16T02:50:52Z,@arriyav13,pusing gua dengerin muter2,0
2025-10-16T02:55:55Z,@Thundernight3569,si gendut ganggu aja,0
2025-10-16T02:50:17Z,@RengganisRafaila,pantesnys bakul jamu,0
2025-10-16T02:50:09Z,@marulisihombing4638,debat terus adu bacot temu dong sepakat da solusi sepakbola negara,0
2025-10-16T02:49:52Z,@PrimadianBagasHerjuno,coba ajak jeje bahas alanisa tanding,0
2025-10-16T02:49:21Z,@danangpramudyoherlambang3726,gua neng banget imbang gin ga meiuiu si justin menang argument,0
2025-10-16T02:49:19Z,@minimspace,ahli yapping,0
2025-10-16T02:49:10Z,@RengganisRafaila,si feri selalu pansos dimn mn omong gk mutu cengengesan gk sopan mgrokok rambut awut2an gk pants pk jas,0
2025-10-16T02:48:23Z,@Islah-hq3ck,kadang aneh nih si botak timnas lawan argentina brasil spanyol perancis total football emang nya timnas berapa kali juara dunia botak,0
2025-10-16T02:48:18Z,@Aku-uq2ue,yg aq tk suka lihat muka nya coach nya org nya terlalu nafsu mecat sty sama toel marhali,0
2025-10-16T02:47:46Z,@catur_bima_soeleman4211,gue tuju undang siapa exco pssi bahas biar lebih buka masyarakat dengar,0
2025-10-16T02:47:13Z,@channelpromo9783,hey botak arab yg semua backgroundnya semua arab naturalisasi irak siapa latih justin sok belanda kamu kalah anak buah sty yg gaya keasiaan lucu kamu kadang quot,0
2025-10-16T02:47:12Z,@ferliyaniakhmad7981,diam dengar inti,0
2025-10-16T02:47:02Z,@sukmanantegar,kalau memang mau naikin hype bantu eksisting trenggalek soccer league scale up,0
2025-10-16T02:46:53Z,@wawan-iy1ox,hahaha koco,0
