Date,UserName,Comment,Like
2025-10-16T04:02:13Z,@farrasberkah5637,klo bicara budaya bangsa berarti kita sdh on the track dalam bermain sepakbola. karena budaya kita ramah jadi kita sdh berhasil ramah dengan memberikan kemenangan untuk tim lawan trus abis itu pejabatnya melakukan korupsi dibelakang. kan anjay klo budaya masyarakat dibawa ke sepakbola 😂,0
2025-10-16T04:01:51Z,@KangJow-y6q,"SETIDAKNYA DENGAN ADANYA KESIBUKAN SEPAKBOLA DI SEKOLAH (SMA , SMP) BISA MENGUANGI ANGKA TAWURAN. LO ITU GATAU KENYATAAN DI LAPANGAN SEPERTI APA KOCI. GW AJA DAN TEMAN TEMAN GW YANG PUNYA GAIRAH DAN HASRAT MENJADI PEMAIN BOLA DI SMA LANGSUNG PUPUS. KARENA PIHAK SEKOLAH SELALU MELARANG UNTUK BERMAIN OLAHRAGA TERSEBUT JADILAH MEREKA MELAKUKAN HAL HAL NEGATIF SEPERTI TAWURAN. KARENA KURANG NYA ITU KEGIATAN",0
2025-10-16T04:01:41Z,@WaEL-w1p,Emg Tuchel orng inggris? Baru tau w  🤔,0
2025-10-16T04:01:40Z,@TikiTvPedia,"Ferry irwandi&quot; Menjelaskan dengan filosofi dia dengan teory, Justin&quot; Menjelaskan realitas dan objektifitas serta cultur.",1
2025-10-16T04:00:13Z,@hendyachmad7324,"Ikut cara Azrul Ananda bikin DBL di basket.. awal mula maen di 1 kota, mulai lgsg tingkat SMA utk menarik minat anak2 SD-SMP utk main basket shg DBL dijadikan target puncak mereka... Mungkin bisa dicoba..",0
2025-10-16T03:59:19Z,@redbama30,ya intinya milh pelatih bedasarkan CV gak ada hubungannya sama culture,0
2025-10-16T03:58:45Z,@rhs_1M,"1. PK pecat<br>2. Pak ET bertanggung jawab tapi tidak perlu dipecat<br>3. Ganti dg pelatih baru yg mampu menancapkan dasar2 spkbola, krna itu yg spkbola indonesia butuhkan saat ini. Dan targetkan lolos piala asia dan piala dunia.",0
2025-10-16T03:57:02Z,@yeyen5014,"<a href=""https://www.youtube.com/watch?v=BLZxxroO2Wo&amp;t=634"">10:34</a> si anjing ini bilang sebelum lawan Taipei sama Lebanon eksperimennya menjanjikan. Kenapa sekarang beda lagi asu bilangnya ga jelas patternya",0
2025-10-16T03:59:08Z,@muhammadilhamdarmawan484,Menjanjikan karena lawannya semua parkir bus alhasil indo keliatan bagus bgt<br>Emg lawan kita di round 4 parkir bus? Enggak kan? <br>Kochi juga menyayangkan lagi uji coba kok parkir bus,0
2025-10-16T03:56:04Z,@Andrian-r6p,Lu tau nggak urusan sama Belanda satu kyk gini aja kolotnya minta ampun apalagi lu berurusan sama sebongkok Belanda,0
2025-10-16T03:55:41Z,@mr.r6708,"@ferryirwandi lo blg bahkan mimpi aja di salahkan, tp lo sendiri yg pernah blg arab PASTI lolos. Notabenenya arabkan segrup sm indo. Jatuhnya malah org baru mau mulai mimpi indo lolos lo sendiri yg langsung patahin",0
2025-10-16T03:55:40Z,@1timelazy,ayoooooooo coach jadi ketua PSSI,0
2025-10-16T03:55:36Z,@timur8842,Liga santri lebih bagus dari liga kampus untuk Indonesia.. liga santri dulu ada skrng hilang,0
2025-10-16T03:55:21Z,@ahmadraihanprimadelwa2687,"mana ada pelatih inggris orang inggris, tuchel org inggris gitu?",0
2025-10-16T04:01:31Z,@muhammadilhamdarmawan484,Sebelumnya kan si southgate <br>Medioker pelatih Inggris mahh,0
2025-10-16T04:06:04Z,@ahmadraihanprimadelwa2687,​@@muhammadilhamdarmawan484di pernyataan awal dia kan ngomong yang sekarang,0
2025-10-16T03:54:28Z,@HizzaAgusMahendra,Koci baik kayak gini kok di bilang cuci tangan makan uang PSSI. jahat banget mulutnya. nuduh orang gak jelas!,1
2025-10-16T04:02:46Z,@muhammadilhamdarmawan484,Orang kalo dah benci emg susah nyadarinnya😂,0
2025-10-16T03:52:47Z,@asharshidiq1745,Inggris tuchel...bukan.e jerman😂,0
2025-10-16T03:51:57Z,@lutheryulianto992,"Soft bener kalo komen soal Pelatih Belanda, ya lu bilang kaya STY lah, Katrok ini Pelatih, Kardus emang ah elah bener2 dah. 🤕",0
2025-10-16T03:51:36Z,@arisfir,Ten Hag,0
2025-10-16T03:50:11Z,@moel27,"3 org asik dan seru dengan pemikiran nya.  TAPI SDM.INDO DI KOLOM.KOMEN YG TOLOL DAN IDIOT GAK TAU AKAR MASALAH SOAL SEPAK BOLA INDO.  TAU NYA CUMA PECAT PECAT , KEMBALIKAN STY LAH.  SAMPAH 😂😂😂",1
2025-10-16T04:03:56Z,@muhammadilhamdarmawan484,Asliii<br>Kebanyakan nge highlight statement masalah pecat2an pdhl di menit 60 ke atas pembahasannya daging semuaa,0
2025-10-16T03:49:12Z,@tjetjepsetiawan2247,"GA ADA ALASAN BUNG.... WALAUPUN STY DIPECAT, TAPI TETAP PELATIH TERBAIK. JUSTRU YG JANGGAL KENAPA SAAT STY BERKEMBANG, MALAH DI PECAT. PAK HAJI PELATIH JEPANG PUN MENYAYANGKAN ATAS PEMECATAN STY, PADAHAL MENURUT DIA SDH COCOK SEKALI MELATIH DI TIMNAS INDONESIA. JADI JANGANLAH BERTAHAN DAN BERARGUMENTASI YG PELATIHNYA KURANG CARE. MINIM TAKTIK DAN MINIM STRATEGI. MASA IYA SEORANG OLE ROMENI DIPASANG SBG CADANGAN PADAHAL PERTANDINGAN YG SANGAT KRUSIAL... YAITU SAUDI. Jadi PK ini menganggap pertandingan UJI COBA...... aeeeeh kan!!!.",0
2025-10-16T03:48:43Z,@galangwahyu4795,kalo omongin dasar.. dasar sty juga bagus tim bertahan,0
2025-10-16T03:48:17Z,@BariahLimbong,"Justin aja yg ngelatih, jangan bayak bacot aja",0
2025-10-16T03:48:09Z,@KomputerLucas,"Saran nanti kalau ada exoco yang datang kesini. Saya hanya berharap dibuat kan kompetisi berupa liga.<br>Suruh asprov dan Askot/Askab perdaerah membentuk liga dari U-6 sampai U 18.<br>1.Tingkat SSB Buat perkota atau kabupaten. <br>2. Tingkat akademi dibawah naungan klub pro contoh akademi Arema, Persebaya, dll membentuk tim dari u13 u15 u17 u20 u 23 bisa liga dibuat per provinsi.<br><br>Tingkat SSB <br>1.Anak TK sampai kelas 2 SD tandingnya 3 vs 3 <br>2. Kelas 2-3 SD 5 vs 5<br>3. Kelas 4-5 SD 7 vs 7 <br>4. Kelas 5-6 SD 9 vs 9<br>(Tingkat ini dibuat fun aja kompetisi tetap ada GK bahas taktik yang penting fun.)<br>Masuk tingkat SMP sampai SMA baru 11 vs 11 bisa diajarkan pasing, control, visi bermain pengenalan taktikal, belajar heading bola yang benar.<br><br>Tingkat akademi <br>1.Bisa mengambil pemain dari kompetisi SSB<br>2. Untuk u18 - U23 bisa digabungkan dengan kampus yang ada disetiap provinsi. Misalnya akademi Persebaya u20 bisa ketemu dengan tim dari kampus universitas Airlangga. <br>Dan ini mereka bertanding setiap seminggu sekali dr bulan Agustus sampai mei. Bisa dibuat 18 - 20 tim yang bertanding. <br>Adakan kompetisi ini dulu, nanti ada kekurangannya  bisa diperbaiki pelan pelan",0
2025-10-16T03:50:37Z,@KomputerLucas,Untuk akademi dibawah naungan klub pro di yang diisi mayoritas anak SD bisa diikutkan di kompetisi tingkat SSB di daerah kota atau kabupaten itu sudah cukup menurut saya,0
2025-10-16T03:47:50Z,@RajaThingz,Pelatih Inggris orang Jerman btw...T. Tuchel 😂 6 win with out goal conceded,0
2025-10-16T03:47:14Z,@YayanBrebes88,"Betul kata ferry,,,,,beda sama si botak",0
2025-10-16T03:45:53Z,@millennialdesa,"keraslah membantah Koci, maka akan cepat bubar channel ini...siap2 Koci baper dan resign dr trifelas hahaha",0
2025-10-16T03:45:50Z,@natsirdammare2315,Singkirkan kloter Belanda... sty lebih cocok keras pisik kuat Belanda letoi,0
2025-10-16T03:45:43Z,@txtuanmuda,"<a href=""https://www.youtube.com/watch?v=BLZxxroO2Wo&amp;t=3420"">57:00</a> yg salah dari parkir bus apa sih. Smpe kek alergi banget sm tim main kek gitu. Lu milih main cantik, ball posession menang, main ga ngebosenin tp secara skor kalah dibanding defense, kalah ball posession, kek gitu2 aja tapi menang. Lu kalah main kek gitu bagusnya jg gabakal dianggep menang, yg menang ya tetep yg menang secara score bukan stats. Gaada sejarahnya tim menang secara stats itu dpt wildcard atau poin tambahan gara2 main bagus + statsnya menang walopun skornya kalah. Kenapa sih se gamau itu. Cape gw sm apa yg dia katain. Cuma bisa bikin geleng2 kepala tp gabisa ngebantah karena dia senior",0
2025-10-16T04:07:17Z,@muhammadilhamdarmawan484,Main bertahan apalagi parkir bus itu tinggal nunggu waktu buat kebobolan<br>Satu dua pertandingan okelahh kalo misal selamat tapi lama2 juga bakal tembus bro,0
2025-10-16T03:45:01Z,@YayanBrebes88,"Itukan tim kepelatihan yg lu bangga-bangga kan,,,mentang&quot; dari holland,,,wkwkwkwkwkwkwk",0
2025-10-16T03:44:54Z,@cahgamon-d4i,"Coach Justin ini harus nonton liga satu,biar dia tau kira2 apa yg cocok untuk timnas kita..biar doi juga tau kenapa kok total futball yg dia bayangin,kira2 kemungkinan berhasil brp persen..ok sekarang ada diaspora yg menopang timnas ini,lah nanti kan ada waktunya diaspora ini habis atau mungkin presentasinya ga banyak.",0
2025-10-16T03:43:59Z,@MrWazeeng,"Cocok kanan dan kiri yang jadi pelatih Timnas .Macam Betul ,,,,,Arab saudi rangking 59 ,Irak rangking 58 Fifa trus Indonesia 119.orah raga tdk ada yang Instant. 😂",0
2025-10-16T03:43:57Z,@AgoengsapoetroHSP,erik tohir banyak janji manis.....,0
2025-10-16T03:43:36Z,@panjihidayatullah5384,Baru kali ini gw liat bang feri agak naif..,0
2025-10-16T03:43:29Z,@jalanceritakuindonesia7371,"pendapat gue 100% sama dengan kochi, tidak ada dasar untuk mempertahankan PK. Tapi Pak erick tetap stay minimal sampai piala ASIA 2027",0
2025-10-16T03:43:14Z,@rizkyfirmansyah283,"Salah sendiri mimpi masuk piala dunia, gitu kata ET 😂",0
2025-10-16T03:42:09Z,@RajaThingz,Gw lebih milih pelatih Jerman atau Italy sih..udah terjamin pasti oke daripada Belanda <br>Bertahun2 cuma 1 tropi Euro doank dan final WC yg 3x katanya..hanya itu prestasi terbaik pelatih dan timnas Belanda..beda dengan Pelatih2 Itali dan Jerman 😊,0
2025-10-16T03:41:51Z,@mrancako,ya justru itu coach anda itu menyarankan / ngasih saran buat ambil pelatih belanda disaat waktu itu STY On The Track juga jadi ya masyarakat pastinya jadi berfikiran anda ini berpower sampe bisa tiba tiba STY ini diganti itu juga yang saya tangkep<br>dan saya ingat juga di beberapa waktu lalu anda pernah bilang soal STY harus di ganti kalau timnas mau melangkah lebih jauh,0
2025-10-16T03:43:09Z,@mrancako,"and yup sekarang timnas melangkah lebih jauh , sampe bener bener jauh mundur sih ini namanya , permainan aja ga enak di lihat",0
2025-10-16T03:41:09Z,@handiputraa,"sulit melawan seseorang penyepong federasi. selama duit oke, salah bener harus di seponk",0
2025-10-16T03:41:05Z,@yokoh8526,ini kenapa mojokin kociii terusss.. kan koci nggk dukung pk.. ferry cuma ngeyel,0
2025-10-16T03:40:53Z,@Inisialsh,"emang paling enak cuci tangan dan gak merasa bagian yang bertanggung jawab atas pergantian pelatih di tengah kompetisi <br>enak ya dulu menyarankan pelatih Belanda, sekarang kabur seolah-olah gak ada sangkut-pautnya sama diri mu",1
2025-10-16T03:40:45Z,@neew33,siapa yang mau sepakbola Indonesia maju? pilih 02 😊,0
2025-10-16T03:39:35Z,@elanrandiansyah3201,Gass aja lahh bang ferry nggk usah kagok2😂😂😂,0
2025-10-16T03:39:26Z,@muhammadriduan2279,Kiblat indonesia itu Italy,0
2025-10-16T03:38:37Z,@indramardiansyah5287,Dua S,0
2025-10-16T03:38:29Z,@BioInsuleaf-o2b,"Justin, <br><br>Tolong berhenti cuci tangan dengan bilang bahwa lo itu cuma rakyat jelata, cuma netizen biasa kayak kita-kita. No, you’re not, Coach. Lo tahu lo bukan netizen biasa. <br><br>Lo salah satu pundit paling berpengaruh di negeri ini. Lo punya posisi, pengaruh dan power dalam membentuk bahkan membelokkan arah narasi publik. Lo bukan netizen biasa seperti yang berkali-kali lo claim, lo orang yang didengerin. Opini lo bisa jadi bahan diskusi nasional.<br><br>Lo juga punya akses ke lingkaran dalam federasi, lo sendiri bahkan pernah bilang bahwa Pak Erick sempat diskusi sama lo soal rencana pergantian Shin Tae-Yong ke pelatih asal Belanda. Lo sendiri yang ngomong itu di salah satu podcast. <br><br>Jadi gue tanya, “rakyat jelata” atau &quot;netizen biasa&quot; macam apa yang dimintai pendapat langsung oleh pejabat tertinggi federasi sepak bola kita? Come on, Coach. Mereka di atas dengerin lo. Minimal, mereka pertimbangin apa yang lo ucapin.<br><br>Makanya lucu ketika sekarang lo mendadak main aman, ngaku cuma netizen biasa begitu situasi mulai gak berpihak ke lo. Begitu argumen lo mulai mentah di lapangan, lo mundur dan seolah lepas tanggung jawab. Padahal dari awal, lo juga ikut nyalain sumbu opini publik. Secara sadar atau gak sadar, Lo telah membantu dalam membentuk persepsi itu, dan lo tahu efek domino-nya.<br><br>Jadi jangan pura-pura netral sekarang.<br>Jangan pura-pura gak tahu apa-apa. Karena faktanya, lo punya andil dalam semua kekacauan ini, Justin.",0
2025-10-16T03:37:31Z,@refdyferdiansyah343,budaya budaya opo tin tin<br>namanya pesepakbola profesional mah siap dilatih siapa saja,0
2025-10-16T03:37:16Z,@yokoh8526,obrolan yang baguss... tp kasian kociii.. <br>jadi jubir pssi wkwk,0
2025-10-16T03:37:04Z,@ichsantaka422,Timnas kita ini uda ada beberapa masuk sebagai pemain kelas dunia ....jd pelatihnya juga harus pelatih kelas dunia dong yg trade recordnya bagus......kalau perlu pakai Jose mourinho dan jgn lupa STY juga pelatih kelas dunia,0
2025-10-16T03:36:52Z,@MacanAlas-t3q,"<a href=""https://www.youtube.com/watch?v=BLZxxroO2Wo&amp;t=1092"">18:12</a> bilangnya netizen dikit-dikit pecat kalah dikit pecat,padahal pas STY dipecat salah satunya dari mulut dia juga yg menyuarakan,minimal dia kasih pendapat setuju STY OUT…<br><br>Agumennya bukan untuk cari solusi tapi cuman buat nutupin argumen dia sebelumnya yg salah tapi dia nggak pernah mau ngaku salah",0
2025-10-16T03:36:06Z,@Ariabecks,"Disuruh berdiskusi dengan yang taunya taktik terbaik ya TOTAL FOOTBALL. Sampe kapan pun lo kasih saran taktik lain, atau kritik, PERCUMA! Otaknya udah mentok di TOTAL FOOTBALL.",0
2025-10-16T03:35:25Z,@JoungTa,"Pelatih yang lain dikasih waktu sedikit 😊 Pelatih STY dikasih waktu yang lama, AFF aja masih kagak juara...<br>Pelatih lokal kita ada yang berprestasi Kaga dikasih kesempatan 😊 Gimana Indonesia bisa maju...",0
2025-10-16T03:34:46Z,@natsirdammare2315,Pelaty belanda tidak bsh di percaya bodoh...kalau sabar sty jangan di pecat lawan Australia menang Garuda tinggal lawan Bahrain cina di kandang pasti menang lolos,0
2025-10-16T03:34:25Z,@tjetjepsetiawan2247,"Tahukah anda.... Sewaktu indonesia lawan curacau yg dipimpin kluifert.... Jebol sama indinesia alias tdk menang. Eeeh... malah PK dipilih oleh federasi pssi, dan STY di pecat. Disini aja sdh kontoversial mengambil pelatih i yg kurang baik atau tdk potensial. Naah sekarang terbukti . STY melatih timnas dari rangking 172 sampai berakhir lk rangking  125 ...coba naik rangking beraa tingkat.... hampir 47 tingkat dipegang STY. Sekarang kita bandingkan <a href=""https://www.youtube.com/watch?v=BLZxxroO2Wo&amp;t=434"">7:14</a> PK ...naik berapa peringkat????  yang ada hasil rangkingnya stagnan. Makanya di ganti saja PK tanpa kecuali..... BEGITU TIMNAS KALAH LANGSUNG PULANG KE BELANDA... GA ADA SAMA SEKALI  ETIKA NYA ATAU BASA BASI NYA TERHADAP FEDERASI. oleh karena itu tinggal melihat syarat dan aturan sistim kontraknya. Sudahlah.... jangan terlalu banyak bacot, PECAT PECAT PECAT.  lebih baik rugi dikit daripada memelihara orang yg PROGRAMNYA GA JELAS.",0
2025-10-16T03:34:12Z,@lightningsage2553,Pantesan futsal oke. Liga sekelas sma smk aja udah ada hampir setiap kota.,0
2025-10-16T03:34:08Z,@ericonovriantha3444,"Diaspora Indonesia artinya orang yg memiliki darah Indonesia yg sedang berada lama (tinggal / kerja / sekolah) di luar Indonesia.<br>jadi kita pun, ketika sedang di tinggal cukup lama di luar negeri, kita diaspora.",0
2025-10-16T03:33:35Z,@bonerohmy,"bukan dikit2 pecat,buktinya yg pecat STY PSSI,nitisen banyak yg kaget,bahkan nitisen minta STY kembali",0
2025-10-16T03:33:17Z,@jessicachristina8320,"NIH BUKTI KALAU JUNJUNGAN LU SEMUA SI BOTAK INI BENER@ BOTAK PLIN_PLAN...<br><a href=""https://www.youtube.com/watch?v=BLZxxroO2Wo&amp;t=1080"">18:00</a> &quot;Gw paling ga suka netizen Indonesia, kalah dikit pecat, kalah dikit pecat&quot;<br><br>LAHHHHHH, STY kan juga baru kalah dikit itungannya malih, lawan china, lalu pas lawan ARAB menang, KOK LU MINTA DIA DIPECAT???? ini baru satu dari buaaaaaanyaaaaakkkkk opini plin-plan junjungan lo pada ini.<br><br>Gw ga pro STY dipanggil lagi skrg ya, karena kondisi beda. kalo soal si kupret dipecat JELAS HARUS, gw cuman mau kasih bukti si botak plin plan ini,",0
2025-10-16T03:33:11Z,@Kass-hm1gc,Erik Tohir Pnya koneksi yg luar biasa d eropa masa iya sih gak bisa datangin pelatih kelas dunia yg bnyk prestasi...<br>Trs brantass mafia yg ada kubu PSSI itu jg pnting ...<br>Saya yakin BKN hnya masuk piala dunia TPI akan berbicara d piala dunia...,0
2025-10-16T03:32:25Z,@rizmeg3190,"ET emang fokus ke timnas , orang dengan jelas dia bilang &quot; PSSI ngga ngurusin liga , kami fokus TIMNAS&quot;  Coach justin emang sama sekaki ga ngikutin berita atau gimana si ? Ya allah",0
2025-10-16T03:32:24Z,@iqbaloctavian2717,PSSI HARUS MINTA TOLONG DENGAN BOCUM CARI ORANG ANO MALI SEKELAS NGOLO KANTE,0
2025-10-16T03:31:55Z,@danywidyaputra,"Telat Bos kalo bicara buat 2030 nyari dari Epa, mental mereka udah kebentuk dengan standart saat ini, paling realistis 2034 kalo mau nyari bibit dr domestik dengan catatan pembinaannya sesuai standart yg bener",1
2025-10-16T03:31:54Z,@nuricksanandyansyah7521,"Semua yg di bicarakan benar, tapi biar cuma gak jadi omong kosong lebih baik undang Exco di podcast. Biar kita semua tau respon dari mereka itu seperti apa. Saya rasa Exco juga harusnya open minded terhadap saran2 pecinta sepakbola tanah air. Saran Bang Fery, Bang Arie dan Kochi 🙏🏼",0
2025-10-16T03:31:07Z,@faqihallif4838,wkwkw kochii2,0
2025-10-16T03:30:13Z,@MuhammadFajarSuryaNugraha,"kalcer kalcer, koci berasa sastra",0
2025-10-16T03:29:03Z,@asryantinawirponre4366,"sudah benar filosofi yg cocok untuk indonesia itu counter attack.  karena sejarah bangsa kita yang pernah di jajah dan memperjuangkan kemerdekaan dari bawah. Mau tidak mau, DNA kita itu bertahan dari serangan penjajah kemudian melakukan serangan ketika ada kesempatan untuk menyerang balik. anak diaspora yang tinggal di belanda juga nenek moyangnya dijajah maka dari itu DNAnya sama, DNA berjuang wkkww😂",0
2025-10-16T03:28:05Z,@AQRisME,"Mungkin banyak yang lupa kalau Real Madrid dan Barcelona memiliki jasa menyelamatkan Spanyol pas masa krisis hutang di Eropa terjadi. Kalau enggak ada dua klub ini, mungkin pertumbuhan ekonomi Spanyol pada masa itu sudah jeblok dan masuk jurang. Mungkin juga ini bisa dipikirkan untuk membentuk multi-sport clubs, seperti RM dan FCB, alih-alih cuma fokus ke satu olahraga. Klub bukan cuma urusan olahraga, tapi juga pergerakan ekonomi dan budaya.",0
2025-10-16T03:27:04Z,@muselimin5389,"Kalo Patrick Kluivert Out saya setuju tpi Kalo Erik Tohir Out Jgn dulu, siapa lagi yg bisa gantiin Erik Tohir? gak ada,!  yg punya link dan berpengalaman di internasional, yg menjadi Mahnet Pemain2 diaspora top gabung timnas dan yg pasti sudah kaya, gak cari duit lagi di PSSI. negara tetangga aja iri Erik tohir jadi ketum PSSI terlepas dari kesalahan nya",0
2025-10-16T03:26:44Z,@juliettst5203,G setuju sm kochi.<br>Gak  going anywhere…,0
2025-10-16T03:25:56Z,@putraleon1038,simple mind set... perbaiki liga.. tanggung jawab federasi... its dosnt that easy... lihat liga jepang berapa tahun butuh perubahan... klo mau cepat.. cari investor Arab tanam modal kek liga arab dan liga inggris ... btw mau diperbanyak liga tarkam pun kira2 bakal ada efek besar gak sih..?? ato hanya memberikan efek riak doank... Masalah sepak bola PSSI is under MAFIA... and they mindset is making money...,0
2025-10-16T03:25:52Z,@Ronikurniam,"Gua suka banget acara ini, ini merupakan salah satu podcast bola yang gua tonton berkali-kali.",0
2025-10-16T03:25:13Z,@AgusSalim-xn1ul,Bung Ferry ... tolong habis  ini... si to well,0
2025-10-16T03:24:45Z,@aleggggg,"inti dari intinya si botak,lu belanda lu gw bela,lu korea lu gak gw bela",0
2025-10-16T03:24:43Z,@dickyriskijulianto_ndok,"Cari pelatih yg tau tentang bola asia minimal, karena lawannya untuk menuju piala Dunia ya negara Asia. Kalau lolos piala Dunia berapa kali baru pakai pelatih yg punya pengalaman dunia.",0
2025-10-16T03:23:59Z,@MisterJack-e3x,"Omongin sistem, fondasi. Menurut gw tu pembinaan masa kecil yang penting tuh makanan, krn membentuk fisik n otak jadi lebi cerdas.. itu dlu pembinaan",0
2025-10-16T03:23:39Z,@sirubent,"<a href=""https://www.youtube.com/watch?v=BLZxxroO2Wo&amp;t=2480"">41:20</a> kochi realis vs ferry idealis",0
2025-10-16T03:22:17Z,@n-kun,"ini lebih ke diskusi 3 serangkai yang dibuat video, cari solusi buat memajukan sepakbola indonesia",0
2025-10-16T03:22:07Z,@fajarsipahutar1756,boleh tidak nara sumber jgn merokok,0
2025-10-16T03:21:51Z,@muhammadmuizzuddin5438,"Total football gak pernah juara piala dunia, yg juara piala dunia itu catenacio,  tango, jogo bonito, grendel.",0
2025-10-16T03:20:02Z,@Musaa-f7e,"<a href=""https://www.youtube.com/watch?v=BLZxxroO2Wo&amp;t=870"">14:30</a><br><a href=""https://www.youtube.com/watch?v=BLZxxroO2Wo&amp;t=1580"">26:20</a><br><a href=""https://www.youtube.com/watch?v=BLZxxroO2Wo&amp;t=3540"">59:00</a><br><a href=""https://www.youtube.com/watch?v=BLZxxroO2Wo&amp;t=3840"">01:04:00</a>: 2030: Timnas U 17 + Pemain Senior Sekarang",0
2025-10-16T03:20:01Z,@irvanhermawan9362,"Coach Justin : supporter Indo.. kalah dikit pecat kalah dikit pecat... lah STY juga kalah dr china, dia juga minta pecat",0
2025-10-16T03:21:13Z,@sirubent,"gak ada kochi minta sty dipecat, cek video2 dia",0
2025-10-16T03:30:02Z,@MarioTjokrosetio,"​@@sirubentlebih minta diganti sih, ada videonya",0
2025-10-16T03:19:20Z,@lightningsage2553,Bang feri harus hantam tompel sih koci aja gabisa lawan si tompel,0
2025-10-16T03:18:35Z,@azisbustomi1458,"Kenapa kalah g boleh pecat pelatih, menang aja lu dorong buat dipecat kok. Lagian 2x kekalahan kemaren bukan dikit², kekalahan besar, menir...mencla-mencle. Pinter ngeles lu...menir...",0
2025-10-16T03:18:19Z,@Rafi-w5y,Liga SMA LPI,0
2025-10-16T03:18:03Z,@BigguDikku-e2u,Jangan lupa bahwa Justin botak juga bersalah karena sudah menjadi buzzer ET dan PK dan menggiring opini menuju kegagalan timnas,0
