reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
2bf2d5fe-81a4-44fb-a950-6b9c2dfce76e,Kiki Ramadhan,https://play-lh.googleusercontent.com/a-/ALV-UjUnXN7ArSruq6a7G0JVP1pLNvFDf_xhG_6lt9230gy6MUVKr4s,livin saya tidak kebuka terusss kenapa ya,1,0,3.2.0,2025-12-12 12:16:56,"Halo Sahabat @Kiki Ramadhan, mohon maaf atas ketidaknyamannya. Untuk perihal kendala pada layanan Livin' by Mandiri, mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi layanan mandiri 14000 dengan tekan 2 agar dapat dilakukan pengecekan. Tks~Irish",2025-12-12 12:46:40,3.2.0
0879b32e-1bbd-46ca-ade5-df8c27e5701b,adelia tongku,https://play-lh.googleusercontent.com/a/ACg8ocIYRHphzltRAt60DCMDK-XSEPbJJkQwHntK9qPmT-T4lgGiGA=mo,saya kehilangan akses email di livin saya,1,0,3.2.0,2025-12-12 12:10:47,"Hai Sahabat @adelia tongku, mohon maaf atas ketidaknyamanannya. Terkait kendala Sahabat mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau menghubungi Mandiri Call 14000 lalu tekan 2 agar dapat dilakukan pengecekan. Tks~Divia",2025-12-12 12:16:14,3.2.0
67c04e86-e8c9-40ff-bc9f-a77f6af5cdf5,Fitri Andriani,https://play-lh.googleusercontent.com/a-/ALV-UjXhl_z3lbos2K2qMvrBELKkzE-tZFvWXi2EIstGWYf-Xo4KRkt3uA,aplikasi ngeleg terus asal mau buka keluar sendiri,1,0,3.2.0,2025-12-12 12:00:46,"Hai Sahabat @Fitri Andriani, mohon maaf atas ketidaknyamanannya. Mohon mencoba kembali secara berkala dgn dipastikan sudah melakukan force close aplikasi dan jaringan stabil. Jika masih terdapat kendala mohon mengirimkan email ke mandiricare@bankmandiri.co.id atau menghubungi mandiri call 14000 lalu tekan 2 utk dilakukan pengecekan. Tks~Divia",2025-12-12 12:04:44,3.2.0
5edb3e86-5a82-4eba-aa32-8a36110d1836,Muhamadilhamfery Fery,https://play-lh.googleusercontent.com/a-/ALV-UjWa4bN6P7XftdMVcTyupygHcQ_GmsntDngMa4xx4LZBmlt-I55I,gak jelas daftar jam 12 malam kode OTP gak di kirim2 akirnya suruh nunggu 51 menit aku coba lagi. paginya kote OTP baru di kirim atau baru masuk. aku ulangi lagi masih aja suruh nunggu 51 menit,1,0,3.2.0,2025-12-12 12:00:45,"Halo Sahabat @Muhamadilhamfery Fery, mohon maaf atas ketidaknyamannya. Untuk perihal kendala pada layanan Livin' by Mandiri, mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi layanan mandiri 14000 dengan tekan 2 agar dapat dilakukan pengecekan. Tks~Irish",2025-12-12 12:10:05,3.2.0
6f5c8987-2eb2-497b-8901-d843222e1de9,Rahmad aditia putra new,https://play-lh.googleusercontent.com/a/ACg8ocIN8RvsxHcax5qCk06Wo2qOS0r5I6mThYGpprN-F6qubsTMhA=mo,"jelek, hati hati penipuan",1,0,3.2.0,2025-12-12 10:55:58,"Halo Sahabat @Rahmad aditia putra new, mohon maaf atas ketidaknyamanannya. Terkait kendala Sahabat mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau menghubungi Mandiri Call 14000 lalu tekan 2 agar dapat dilakukan pengecekan. Tks~Danti",2025-12-12 11:05:56,3.2.0
d80f4675-a501-4493-afbe-9cd8d930c524,Ananda Nuhaliza,https://play-lh.googleusercontent.com/a/ACg8ocL1ITK_14k_ki6jPC0u3GbaT1ErQw_CLUNzwQE7zGGGJLt7kw=mo,"awal nya bagus, tapi sekarang aku gak bisa login, ad tulisan perbarui sandi, di suruh masukan kn no rek, giliran ku masukan gak bisa",1,0,,2025-12-12 10:25:51,"Halo Sahabat @Ananda Nuhaliza, mohon maaf atas ketidaknyamanannya. Terkait kendala Sahabat mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi Mandiri Call 14000 lalu tekan 2 agar dapat dilakukan pengecekan. Tks~Kila",2025-12-12 10:30:18,
07ddbdc4-1170-4458-a2ad-a556616d33cb,Putra Ramadhan,https://play-lh.googleusercontent.com/a/ACg8ocK_Awkiu5OAq92QjVV-TvCKKaDk0jyzOJt7vBmTzg42T0n2qQ=mo,livin by mandiri sukses trus,1,0,3.1.0,2025-12-12 09:58:28,,,3.1.0
7ff651e1-4dec-423e-9437-a52958d43909,Jaluu,https://play-lh.googleusercontent.com/a/ACg8ocJfujLYEuBb1Hu3c9TWINsNi0aU110pP_mRpjnGAjRYi_eHuQ=mo,pelayan kurang. akun Livin saya di blokir saya udah ke KCP leuwiang Bogor katanya mau di buka tp 2 Minggu gk ada kabar. saya live chat ke Mita tidak ada tanggapan. sangat TIDAK MEMUASKAN👎👎👎👎👎,1,0,3.2.0,2025-12-12 09:19:55,"Halo Sahabat @Jaluu, mohon maaf atas ketidaknyamanannya. Terkait kendala Sahabat mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau menghubungi Mandiri Call 14000 lalu tekan 2 agar dapat dilakukan pengecekan. Tks~Danti",2025-12-12 09:29:53,3.2.0
b3b4578c-816e-4eee-a46f-0e2af468dc0c,Rose Aulia,https://play-lh.googleusercontent.com/a-/ALV-UjXAJHzdWS_TZbnETSV4BcXnfIjXnPNq4HK_16aLBe-g_7sE0el7,livin sangat membantu,1,0,3.1.0,2025-12-12 09:11:14,"Halo Sahabat @Rose Aulia, terima kasih atas review yang telah diberikan. Semoga terus menikmati kemudahan dan kenyamanan dalam menggunakan Livin' by Mandiri ya. Daftarkan transaksi secepat kilat pada menu Quick Pick untuk diakses pada halaman Login atau Beranda. Yuk coba sekarang. Tks~Irish",2025-12-12 09:19:43,3.1.0
1f8493d6-bca3-42ed-9e01-e32204d322af,Hakim Rifai,https://play-lh.googleusercontent.com/a/ACg8ocK_31IMbssk87k9iI3-pWKLRDy4QAnKyuMShnuHf959JTYzGw=mo,"rekening terblokir ngga bisa login , Auto uninstal , ganti BRI aja",1,0,3.0.0,2025-12-12 09:00:08,"Halo Sahabat @Hakim Rifai, mohon maaf atas ketidaknyamanannya. Terkait kendala Sahabat mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi Mandiri Call 14000 lalu tekan 2 agar dapat dilakukan pengecekan. Tks~Kila",2025-12-12 09:04:23,3.0.0
daa7650a-552d-4ca8-97ff-fd484a1608ca,Naufal Yulian,https://play-lh.googleusercontent.com/a-/ALV-UjXzM5bQEjPUKBWSJesp7ma2fYYLo_8HnvUjpi4IsmwJVsOXkdAm,pembaruan malah gak bisa buka minta force close mulu .udah restart ttp aja dsar apk cacat!!,1,0,3.1.0,2025-12-12 08:52:41,"Halo Sahabat @Naufal Yulian, mohon maaf atas ketidaknyamanannya. Terkait kendala Sahabat mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau menghubungi Mandiri Call 14000 lalu tekan 2 agar dapat dilakukan pengecekan. Tks~Danti",2025-12-12 08:55:50,3.1.0
6f6980e0-e252-4acd-b0a5-c9c8730b5e75,Muhammad Agung Nugroho,https://play-lh.googleusercontent.com/a-/ALV-UjUgm-ooYXAqyajfHRaBWoYfkQsAPLEpli9HkupsbHaB8rujbs1Q,"saya masuk ga bisa, trus unistall l, masuk lagi malah selalu minta ganti password berulang pdhl itu password baru mohon dong..sy mau transaksi harian terganggu",1,0,,2025-12-12 08:28:36,"Halo Sahabat @Muhammad Agung Nugroho, mohon maaf atas ketidaknyamanannya. Terkait kendala Sahabat mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi Mandiri Call 14000 lalu tekan 2 agar dapat dilakukan pengecekan. Tks~Kila",2025-12-12 08:33:35,
abdf5b7a-54c7-44e1-8b68-09f9ea8b4ac6,Bambang Kelik,https://play-lh.googleusercontent.com/a/ACg8ocImdMT90baybIqD2NstM4A1KHlGRA3vAloMguzzQKSY_8MphA=mo,Ksulitan verifikasi wajah. Smpai cba brulang kali g bisa. Dh terang cahaya smua sma aj gagal,2,0,3.2.0,2025-12-12 06:52:38,"Halo Sahabat @Bambang Kelik, mohon maaf atas ketidaknyamanannya. Terkait kendala Sahabat mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi Mandiri Call 14000 lalu tekan 2 agar dapat dilakukan pengecekan. Tks~Kila",2025-12-12 06:55:18,3.2.0
1c3551d8-c942-448b-8344-5d4169457d1c,Cak Didik,https://play-lh.googleusercontent.com/a-/ALV-UjUhhB6UKNuA2YDK-kjFdcBTmn-fGricsasB7pe54TW5iBE3pbw,"sekarang kalau belanja online ada biaya adminya ... dlu padahal gak ada biaya admin.. lha kalau belanja online sehari 1x ,kalau sehari berkali2 jadi boncos..hadeh",1,0,3.2.0,2025-12-12 06:29:13,"Halo Sahabat @Cak Didik, mohon maaf atas ketidaknyamanannya. Terimakasih atas saran dan masukan yang diberikan, perihal tsb akan menjadi masukan bagi kami untuk pengembangan aplikasi kedepannya dan meningkatkan kualitas layanan Livin' by Mandiri. Tks~Kila",2025-12-12 06:36:13,3.2.0
d3057844-6737-4ef1-8d4a-d00b3d8236fc,Diki R,https://play-lh.googleusercontent.com/a/ACg8ocI5VgUkjizEVg1cQfA9XQ2HEtQ31Grp7zW8XCOYDixOaaRFHA=mo,"kalo updet otomatis harusnya bah bgus dong ,,ini knapa Mlah jadi lalot sih buka apk saja lama sekali ,, KLO gitu ngapain di update trrus",1,0,3.2.0,2025-12-12 05:27:05,"Hi Sahabat @Diki R, mohon maaf atas ketidaknyamanannya. Terimakasih atas saran dan masukan yang diberikan, perihal tsb akan menjadi masukan bagi kami untuk pengembangan aplikasi kedepannya dan meningkatkan kualitas layanan Livin' by Mandiri. Tks~Mandala",2025-12-12 05:34:27,3.2.0
642417bc-5344-4ad0-b638-fd1ccd05f9a1,Riko Pratama,https://play-lh.googleusercontent.com/a-/ALV-UjXR7aJLKuOWqw7VgqLsB7lqNaHpDI9F8dVZTP7pBeDlzQcihl4,kenapa punya saya gk bisa di buka,1,0,,2025-12-12 02:17:14,"Hi Sahabat @ Riko Pratama , mhn maaf atas ketidaknyamanannya dlm mengakses layanan Livin' by Mandiri. Saat ini Bank Mandiri sedang proses akhir hari rutin. Kami sarankan Sahabat dpt mencoba secara berkala. Jika msh terkendala dpt mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi layanan mandiri 14000. Tks~Charles",2025-12-12 02:19:29,
c79bd40f-1ccb-4e8d-90d3-1e4c70e746e6,Muhammad Rizki,https://play-lh.googleusercontent.com/a/ACg8ocIQhkZkR1ZhSewDGuS0L94R0UlschvQpeiiYWTMa_WxSSfvvQ=mo,"aplikasi apaan buat tranfer ke bank lain susah bener, buat bayar virtual akun juga kaga bisaaa. hubungin csnya juga lama banget. aplikasi dibuat, untuk memudahkan ini malah menyusahkan",1,0,3.2.0,2025-12-12 01:47:26,"Hi Sahabat @Muhammad Rizki, mohon maaf atas ketidaknyamanannya. Mohon berkenan untuk mencoba kembali secara berkala dan menunggu 10-15 menit kedepan dikhawatirkan sedang proses pemeliharaan akhir hari rutin ya. Tks~Mandala
",2025-12-12 01:55:57,3.2.0
3789e2b0-8fc2-4557-984d-d9eb3f711db0,Alexander Aziz,https://play-lh.googleusercontent.com/a/ACg8ocLXWrVY2ViSGT-S5UNvGvfzPcUZeuOD_sjH7scMZ3aOx2Wxnw=mo,"bener"" nih livin",1,0,1.10.2,2025-12-12 01:41:13,"Hi Sahabat @Alexander Aziz, mohon maaf atas ketidaknyamanannya. Terkait kendala Sahabat mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi mandiri call 14000 agar dapat dilakukan pengecekan. Tks~Mandala",2025-12-12 01:44:07,1.10.2
62d93e59-f597-4d2e-a550-623392eebe15,Nisa shafa,https://play-lh.googleusercontent.com/a-/ALV-UjVoQnoBRzQomJYLRjHAvsJu_vV-G2qP8NWGwrbqrQseelkn4cI,woy livin gue lelet yang bener aja dong,1,0,3.2.0,2025-12-12 01:34:41,"Hi Sahabat @Nisa shafa, mhn maaf atas ketidaknyamanannya. Kami sarankan force close kemudian restart device/HP, jaringan dlm keadaan stabil & dipastikan tidak menggunakan WiFi. Apabila masih terkendala dpt mengirimkan email ke mandiricare@bankmandiri.co.id atau menghubungi mandiri call 14000 agar dilakukan pengecekan. Tks~Mandala",2025-12-12 01:39:28,3.2.0
ae088497-6bfe-40ff-8373-0709e243c2d4,Andi Erwin,https://play-lh.googleusercontent.com/a-/ALV-UjU-Uo_hq_siLqqHGZAHC0dOgHKseBk_6ftJbYRDHZhNDPSK_Sg,"sdah sering d bikin maluu, mau bayar pake qris selalu mentenence. jdinya nunggu lamaa. lbih enak pake aplikasi tetangga",1,0,3.2.0,2025-12-12 01:27:45,"Hi Sahabat @Andi Erwin, mohon maaf atas ketidaknyamanannya. Terimakasih atas saran dan masukan yang diberikan, perihal tsb akan menjadi masukan bagi kami untuk pengembangan aplikasi kedepannya dan meningkatkan kualitas layanan Livin' by Mandiri. Tks~Mandala",2025-12-12 01:35:00,3.2.0
3ccb5f77-548f-417b-8aa4-405eeeb46119,Bobby Sianipar,https://play-lh.googleusercontent.com/a-/ALV-UjWLiijL2N2Ul7xsboA4T9ltMMqqvlA4fUbAsZ_D00MXmzs6QWlq,"Pelayanan CS mandiri bintang -1juta... ga ada konklusi, ngasih instruksi sampe ber jam jam, giliran ga bisa, malah ga direspon lagi...",1,0,3.2.0,2025-12-12 00:12:31,"Hi Sahabat @Bobby Sianipar, mohon maaf atas ketidaknyamanannya. Terimakasih atas saran dan masukan yang diberikan, perihal tsb akan menjadi masukan bagi kami untuk pengembangan pelayanan kedepannya dan meningkatkan kualitas layanan Bank Mandiri. Tks~Mandala",2025-12-12 00:59:49,3.2.0
0f94acfb-22ed-4dd4-8013-4cee1e2704e1,Arrip,https://play-lh.googleusercontent.com/a/ACg8ocIdJQFBNWW8VWdo-e8OSJUS63va7n8eYwgWoqoFmkgqjV5OcA=mo,tambah kesini tambah kacau lipin,1,0,3.2.0,2025-12-11 23:37:11,"Halo Sahabat @Arrip, mohon maaf atas ketidaknyamanannya. Terimakasih atas saran dan masukan yang diberikan, perihal tsb akan menjadi masukan bagi kami untuk pengembangan aplikasi kedepannya dan meningkatkan kualitas layanan Livin' by Mandiri. Tks~Charles",2025-12-11 23:45:53,3.2.0
cdcc3b5d-e8fa-4aa3-9a3c-8a475837ef95,Feby Imam Fauzi Ardiputra,https://play-lh.googleusercontent.com/a-/ALV-UjWWDS8-_czHRXsxY33iyXVsJ0YD1GDPzwyDXXkrKXmcr-IHB5sU,maintenance jam 23:00 gk jelasss,1,0,,2025-12-11 23:03:34,"Hi Sahabat @Feby Imam Fauzi Ardiputra, mhn maaf ketidaknyamanannya dlm mengakses Livin' by Mandiri. Saat ini Bank Mandiri sedang proses akhir hari rutin. Kami sarankan Sahabat dpt mencoba secara berkala. Apabila masih kendala, dpt mengirimkan email ke mandiricare@bankmandiri.co.id atau menghubungi mandiri call 14000. Tks~Amar",2025-12-11 23:08:33,
1741916a-ab51-4157-a55c-2927b775ae41,reza sumarya,https://play-lh.googleusercontent.com/a/ACg8ocK3V3stRaL3Y72v2W9NnfrhMWPkrgQeaYIXDmfbNR_wisN1MGo=mo,kenapa tidak ter sediah / tdk bisa menginstal di tabled samsung saya 🙏,2,0,3.2.0,2025-12-11 22:11:36,"Halo Sahabat @reza sumarya, mohon maaf atas ketidaknyamannya. Perihal kendala pada layanan Livin' by Mandiri, mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi layanan mandiri 14000 agar dapat dilakukan pengecekan. Tks~Abrar",2025-12-11 22:15:02,3.2.0
91d2c915-630c-45af-9509-6e7c2f065a71,rangga vidianto,https://play-lh.googleusercontent.com/a-/ALV-UjWiFv0QpM_CpI89oUgAwhN-CtKufaT6nknOcbprGCXgiuoh15M,"saya baru buat Livin by mandiri tetapi saya belum membuat kartu fisik tadi saya mencoba mentransfer saldo dari dana,tetapi saya cek di Livin mandiri saya tidak ada sedangkan di dana sudah terkirim sukses",2,0,3.2.0,2025-12-11 21:50:02,"Halo Sahabat @rangga vidianto, mohon maaf atas ketidaknyamannya. Perihal kendala pada layanan Livin' by Mandiri, mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi layanan mandiri 14000 agar dapat dilakukan pengecekan. Tks~Abrar",2025-12-11 21:52:58,3.2.0
b3fecaf1-ee80-4633-95a6-5fa1f7675a86,Mugen Tsukoyomi,https://play-lh.googleusercontent.com/a/ACg8ocKz_UthIaranH0qDGoe4Nlx3DlgKEGZM44VdJvFXEjtLNEVEg=mo,saldo minimal sy kok jadi 100rb..gmn caranya kmbali jadi 50rb..?,1,0,,2025-12-11 21:45:57,"Halo Sahabat @Mugen Tsukoyomi, mohon maaf atas ketidaknyamannya. Untuk perihal kendala pada layanan Livin' by Mandiri, mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi layanan mandiri 14000 agar dapat dilakukan pengecekan. Tks~Charles",2025-12-11 21:47:39,
dae48854-162e-475e-8702-3306d452f2cc,Arya Wiraraja,https://play-lh.googleusercontent.com/a/ACg8ocJ8YqTJ_9rdayg1AXJmVaBX0cu9v5glTwNz4SDP87_roN8mWw=mo,setelah update malah nutup sendiri di tampilan intip saldo,1,0,,2025-12-11 21:06:39,"Hai Sahabat @Arya Wiraraja, terima kasih telah menggunakan Livin' by Mandiri. Sahabat dpt mencoba berbagai fitur menarik spt linkage & smart top up e-Wallet, apply CC & KSM, smart reminder, instant access, tarik tunai tnp kartu, promo sesuai kebutuhan Sahabat serta berbagai fitur menarik yg sesuai dg kebutuhan nasabah. ~Tommy",2025-12-11 21:11:18,
ee4f6efd-07e2-4933-9e78-3e80cf4d9f3a,puisi27 cancai,https://play-lh.googleusercontent.com/a-/ALV-UjULQdUJjZl1Ir44qLfMvkF8z60NLP8a93A36rxhcrcrB-L2TBme,gak bisa masuk,1,0,3.2.0,2025-12-11 20:17:37,"Hi Sahabat @puisi27 cancai, mhn maaf ketidaknyamanannya. Terkait kendala Livin by Mandiri, kami sarankan melakukan force close kemudian restart device. Mhn pastikan jaringan yg digunakan stabil dan tdk menggunakan WiFi. Apabila masih kendala, dpt mengirimkan email ke mandiricare@bankmandiri.co.id atau menghubungi mandiri call 14000. Tks~Fatma",2025-12-11 20:19:12,3.2.0
462932fb-8a99-4d3e-9d08-168193472256,Fyanti Rosalina,https://play-lh.googleusercontent.com/a-/ALV-UjWswbg-e_4M7JWNkjv8l0kqSIKH3uluonDmGldIWtdJKbgEdqAc,buruk,1,0,3.2.0,2025-12-11 20:14:12,"Hi Sahabat @Fyanti Rosalina, mohon maaf atas ketidaknyamanannya. Untuk perihal kendala yang dialami, mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi layanan mandiri 14000 agar dapat dilakukan pengecekan. Tks~Fatma",2025-12-11 20:17:08,3.2.0
d76453d3-b54f-4d6c-b92c-3bc3fe985f18,Imelda Ayu Laksmi Marhaenita,https://play-lh.googleusercontent.com/a-/ALV-UjVigEXTbwuGIwfooXyRmt-d0MwngyDyRVM8Iqp9wklEibnsU0kU,sudah 2x saya di kecewakan melalui pelayanan mandiri care. pertama saldo saya yg jadi auto debit tidak bisa di kembalikan. kedua saya top-up e-money tidak masuk tp saldo juga tidak di kembalikan,1,0,3.1.0,2025-12-11 19:33:55,"Hi Sahabat @Imelda Ayu Laksmi Marhaenita, mohon maaf atas ketidaknyamanannya. Untuk perihal kendala yang dialami, mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi layanan mandiri 14000 agar dapat dilakukan pengecekan. Tks~Fatma",2025-12-11 19:43:46,3.1.0
d110c766-0f51-49ed-8682-29c34c5217d9,Rendi 123,https://play-lh.googleusercontent.com/a/ACg8ocL0r1dZhUQCRvxVWU9eSvlJ5h38VQoZtg0oNJ9IboG3iO41Wg=mo,kenapa sering gangguan kalau mau tf ke dana,2,0,3.1.0,2025-12-11 19:32:57,"Halo Sahabat @Rendi 123, mohon maaf atas ketidaknyamanannya. Terkait kendala Sahabat mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi Mandiri Call 14000 lalu tekan 2 agar dapat dilakukan pengecekan. Tks~Amar",2025-12-11 19:34:25,3.1.0
e56b6086-da37-4188-84fa-3e668f472d06,Icall,https://play-lh.googleusercontent.com/a/ACg8ocIWUH3YsqoFe2UcHVVkdwyTrlaEjtpfh6SGnKtfmI2WmfcpcA=mo,jelek,1,0,3.2.0,2025-12-11 19:25:24,"Halo Sahabat @Icall, mohon maaf atas ketidaknyamannya. Perihal kendala pada layanan Livin' by Mandiri, mohon untuk dapat mengirimkan email ke mandiricare@bankmandiri.co.id atau dapat menghubungi layanan mandiri 14000 agar dapat dilakukan pengecekan. Tks~Abrar",2025-12-11 19:27:16,3.2.0
